order_id;customer_id;orderdate;employee_id;deliverydate
61;130;2019-03-12;3;2019-03-20
62;52;2020-10-04;8;2020-10-12
63;134;2021-07-21;7;2021-07-29
64;112;2021-09-17;10;2021-09-25
65;186;2020-07-22;4;2020-07-30
66;161;2019-10-26;8;2019-11-03
67;79;2020-08-11;3;2020-08-19
68;119;2020-02-26;2;2020-03-05
69;155;2019-12-01;3;2019-12-09
70;133;2020-05-21;3;2020-05-29
71;100;2020-06-19;8;2020-06-27
72;31;2020-04-05;6;2020-04-13
73;116;2021-12-18;9;2021-12-26
74;142;2019-05-19;10;2019-05-27
75;135;2020-10-13;3;2020-10-21
76;9;2021-04-23;2;2021-05-01
77;173;2020-01-15;8;2020-01-23
78;148;2020-08-15;3;2020-08-23
79;151;2020-02-01;10;2020-02-09
80;105;2021-02-24;5;2021-03-04
81;80;2021-03-31;4;2021-04-08
82;94;2021-07-20;2;2021-07-28
83;125;2021-10-03;2;2021-10-11
84;168;2020-04-13;7;2020-04-21
85;126;2021-01-17;8;2021-01-25
86;186;2021-03-12;6;2021-03-20
87;105;2021-03-11;1;2021-03-19
88;56;2021-09-08;1;2021-09-16
89;198;2019-02-20;8;2019-02-28
90;0;2021-03-18;9;2021-03-26
91;104;2021-09-07;2;2021-09-15
92;99;2019-03-03;6;2019-03-11
93;147;2020-03-14;2;2020-03-22
94;181;2020-11-01;9;2020-11-09
95;152;2019-04-06;10;2019-04-14
96;150;2019-08-26;9;2019-09-03
97;82;2020-07-10;7;2020-07-18
98;35;2019-04-19;8;2019-04-27
99;116;2021-11-16;9;2021-11-24
100;162;2020-04-12;1;2020-04-20
101;88;2020-02-03;1;2020-02-11
102;135;2021-12-10;9;2021-12-18
103;61;2021-12-15;7;2021-12-23
104;52;2020-08-12;6;2020-08-20
105;25;2022-01-11;7;2022-01-19
106;23;2019-09-22;5;2019-09-30
107;134;2019-02-23;1;2019-03-03
108;6;2020-01-11;7;2020-01-19
109;144;2021-12-06;10;2021-12-14
110;118;2020-04-16;7;2020-04-24
111;148;2020-03-15;6;2020-03-23
112;174;2020-01-29;4;2020-02-06
113;120;2021-06-24;5;2021-07-02
114;53;2020-03-19;4;2020-03-27
115;148;2021-06-14;2;2021-06-22
116;119;2019-07-25;10;2019-08-02
117;57;2019-06-23;4;2019-07-01
118;185;2022-01-05;7;2022-01-13
119;18;2020-12-04;8;2020-12-12
120;83;2019-10-04;4;2019-10-12
121;52;2019-07-03;2;2019-07-11
122;119;2019-03-20;4;2019-03-28
123;199;2021-06-26;5;2021-07-04
124;190;2020-02-17;9;2020-02-25
125;138;2020-01-18;2;2020-01-26
126;19;2019-03-15;5;2019-03-23
127;191;2021-01-25;10;2021-02-02
128;35;2020-07-15;4;2020-07-23
129;169;2020-05-14;8;2020-05-22
130;189;2020-10-23;7;2020-10-31
131;161;2021-04-08;10;2021-04-16
132;84;2021-12-02;2;2021-12-10
133;42;2021-08-17;7;2021-08-25
134;95;2022-01-05;5;2022-01-13
135;20;2021-12-04;7;2021-12-12
136;175;2020-10-28;7;2020-11-05
137;147;2021-01-14;3;2021-01-22
138;40;2021-10-30;6;2021-11-07
139;128;2021-09-17;7;2021-09-25
140;179;2021-09-30;3;2021-10-08
141;93;2022-01-06;6;2022-01-14
142;122;2020-12-01;9;2020-12-09
143;172;2019-02-16;10;2019-02-24
144;134;2021-08-23;5;2021-08-31
145;124;2019-06-19;10;2019-06-27
146;80;2020-02-29;9;2020-03-08
147;27;2020-05-19;5;2020-05-27
148;69;2019-03-27;3;2019-04-04
149;122;2020-12-23;3;2020-12-31
150;147;2021-12-15;8;2021-12-23
151;128;2020-04-16;1;2020-04-24
152;102;2021-07-08;10;2021-07-16
153;40;2020-04-21;5;2020-04-29
154;119;2019-06-03;3;2019-06-11
155;89;2020-04-27;1;2020-05-05
156;159;2021-11-22;9;2021-11-30
157;53;2020-11-19;6;2020-11-27
158;171;2019-02-20;5;2019-02-28
159;58;2019-02-22;5;2019-03-02
160;115;2021-11-19;7;2021-11-27
161;146;2021-12-02;7;2021-12-10
162;109;2019-07-06;1;2019-07-14
163;80;2021-01-16;3;2021-01-24
164;90;2021-05-18;10;2021-05-26
165;93;2020-01-07;4;2020-01-15
166;82;2021-04-19;2;2021-04-27
167;50;2020-02-06;5;2020-02-14
168;69;2019-12-25;3;2020-01-02
169;132;2021-11-18;6;2021-11-26
170;118;2020-12-10;3;2020-12-18
171;91;2020-04-11;8;2020-04-19
172;111;2019-04-05;7;2019-04-13
173;145;2019-07-06;2;2019-07-14
174;43;2019-09-29;5;2019-10-07
175;117;2019-08-27;10;2019-09-04
176;175;2021-02-08;7;2021-02-16
177;24;2020-05-08;3;2020-05-16
178;2;2019-08-19;7;2019-08-27
179;119;2019-03-12;1;2019-03-20
180;185;2020-01-08;6;2020-01-16
181;175;2020-05-31;7;2020-06-08
182;74;2022-01-13;4;2022-01-21
183;171;2022-01-13;8;2022-01-21
184;52;2021-09-12;4;2021-09-20
185;138;2021-02-06;8;2021-02-14
186;77;2021-11-09;6;2021-11-17
187;63;2021-12-27;10;2022-01-04
188;82;2021-05-21;6;2021-05-29
189;82;2019-12-12;10;2019-12-20
190;54;2020-12-24;8;2021-01-01
191;129;2020-08-09;1;2020-08-17
192;56;2020-08-03;4;2020-08-11
193;16;2019-09-12;9;2019-09-20
194;139;2020-03-19;10;2020-03-27
195;135;2019-08-11;9;2019-08-19
196;112;2021-05-09;8;2021-05-17
197;136;2020-05-25;5;2020-06-02
198;190;2021-02-11;10;2021-02-19
199;98;2020-03-31;2;2020-04-08
200;184;2020-08-20;3;2020-08-28
201;29;2019-10-31;1;2019-11-08
202;0;2021-02-09;4;2021-02-17
203;79;2020-04-19;2;2020-04-27
204;0;2019-07-18;4;2019-07-26
205;73;2021-02-04;7;2021-02-12
206;31;2021-10-05;9;2021-10-13
207;42;2020-01-12;2;2020-01-20
208;160;2019-03-13;9;2019-03-21
209;134;2020-04-25;1;2020-05-03
210;105;2020-09-18;3;2020-09-26
211;120;2020-08-27;6;2020-09-04
212;83;2020-06-10;6;2020-06-18
213;77;2020-12-19;9;2020-12-27
214;7;2021-04-19;5;2021-04-27
215;27;2019-10-25;6;2019-11-02
216;58;2019-04-07;4;2019-04-15
217;151;2019-06-16;1;2019-06-24
218;83;2021-08-03;1;2021-08-11
219;72;2020-03-23;1;2020-03-31
220;132;2020-10-21;4;2020-10-29
221;173;2021-08-15;3;2021-08-23
222;124;2022-01-11;9;2022-01-19
223;179;2020-11-10;5;2020-11-18
224;193;2020-02-06;5;2020-02-14
225;33;2020-11-07;3;2020-11-15
226;10;2019-03-23;2;2019-03-31
227;114;2020-08-16;4;2020-08-24
228;142;2021-01-15;9;2021-01-23
229;55;2020-05-29;1;2020-06-06
230;114;2020-01-28;6;2020-02-05
231;138;2021-10-01;2;2021-10-09
232;25;2020-10-24;5;2020-11-01
233;185;2021-01-14;4;2021-01-22
234;134;2021-11-07;7;2021-11-15
235;187;2021-10-06;5;2021-10-14
236;55;2019-10-07;2;2019-10-15
237;34;2020-03-30;7;2020-04-07
238;110;2021-08-26;4;2021-09-03
239;10;2020-02-27;1;2020-03-06
240;121;2021-09-23;5;2021-10-01
241;4;2019-07-27;4;2019-08-04
242;25;2020-12-09;10;2020-12-17
243;24;2020-07-29;2;2020-08-06
244;94;2019-12-04;1;2019-12-12
245;38;2019-06-14;10;2019-06-22
246;96;2019-04-29;9;2019-05-07
247;59;2019-05-15;1;2019-05-23
248;8;2020-03-24;4;2020-04-01
249;15;2020-04-21;2;2020-04-29
250;115;2020-11-25;9;2020-12-03
251;78;2020-12-03;4;2020-12-11
252;105;2021-04-20;9;2021-04-28
253;189;2019-06-15;2;2019-06-23
254;99;2020-04-24;9;2020-05-02
255;117;2021-07-21;10;2021-07-29
256;131;2020-03-04;2;2020-03-12
257;136;2019-03-03;10;2019-03-11
258;28;2020-06-23;1;2020-07-01
259;5;2019-03-18;5;2019-03-26
260;18;2019-04-18;10;2019-04-26
261;22;2021-08-08;8;2021-08-16
262;73;2021-04-24;3;2021-05-02
263;104;2020-01-18;2;2020-01-26
264;119;2019-04-03;8;2019-04-11
265;187;2019-09-21;3;2019-09-29
266;196;2021-06-30;10;2021-07-08
267;137;2019-04-18;5;2019-04-26
268;144;2021-07-16;10;2021-07-24
269;163;2020-03-18;3;2020-03-26
270;173;2021-01-26;10;2021-02-03
271;194;2020-09-07;3;2020-09-15
272;74;2021-04-10;9;2021-04-18
273;47;2020-03-02;5;2020-03-10
274;178;2021-01-29;2;2021-02-06
275;121;2021-09-09;5;2021-09-17
276;7;2021-04-25;3;2021-05-03
277;51;2020-10-05;9;2020-10-13
278;65;2020-04-16;1;2020-04-24
279;42;2019-06-17;8;2019-06-25
280;56;2019-12-08;8;2019-12-16
281;67;2020-03-23;1;2020-03-31
282;14;2020-05-18;1;2020-05-26
283;137;2021-06-08;2;2021-06-16
284;147;2019-08-04;10;2019-08-12
285;162;2020-08-23;5;2020-08-31
286;108;2022-01-27;9;2022-02-04
287;199;2020-11-19;2;2020-11-27
288;80;2021-04-24;7;2021-05-02
289;187;2020-08-16;9;2020-08-24
290;151;2020-06-27;4;2020-07-05
291;102;2021-11-14;4;2021-11-22
292;141;2020-11-12;8;2020-11-20
293;46;2021-01-13;6;2021-01-21
294;185;2021-07-14;4;2021-07-22
295;115;2019-10-25;7;2019-11-02
296;179;2019-03-30;9;2019-04-07
297;163;2019-08-31;6;2019-09-08
298;43;2022-01-11;1;2022-01-19
299;1;2019-04-29;2;2019-05-07
300;137;2020-07-25;3;2020-08-02
301;152;2020-03-31;2;2020-04-08
302;91;2019-08-03;4;2019-08-11
303;177;2019-03-12;1;2019-03-20
304;151;2021-12-04;9;2021-12-12
305;75;2020-02-01;5;2020-02-09
306;195;2019-02-20;3;2019-02-28
307;12;2021-02-16;8;2021-02-24
308;187;2020-12-12;8;2020-12-20
309;10;2019-10-01;2;2019-10-09
310;70;2021-10-10;10;2021-10-18
311;162;2019-03-23;7;2019-03-31
312;176;2019-03-19;1;2019-03-27
313;138;2021-10-20;2;2021-10-28
314;147;2020-04-09;3;2020-04-17
315;144;2021-08-28;2;2021-09-05
316;8;2021-04-01;7;2021-04-09
317;109;2019-08-05;2;2019-08-13
318;172;2021-05-07;8;2021-05-15
319;112;2020-08-14;5;2020-08-22
320;90;2021-01-05;2;2021-01-13
321;41;2019-05-20;1;2019-05-28
322;55;2020-07-20;1;2020-07-28
323;30;2019-11-26;8;2019-12-04
324;77;2020-04-19;5;2020-04-27
325;46;2020-05-05;2;2020-05-13
326;6;2020-01-26;10;2020-02-03
327;38;2020-09-02;4;2020-09-10
328;23;2019-07-25;6;2019-08-02
329;156;2021-08-10;8;2021-08-18
330;142;2021-09-25;6;2021-10-03
331;70;2019-02-06;8;2019-02-14
332;133;2019-08-08;3;2019-08-16
333;2;2019-03-23;10;2019-03-31
334;28;2020-10-18;9;2020-10-26
335;85;2019-10-11;1;2019-10-19
336;28;2021-08-19;6;2021-08-27
337;16;2019-10-07;3;2019-10-15
338;14;2020-02-22;4;2020-03-01
339;5;2019-07-09;10;2019-07-17
340;130;2021-04-02;3;2021-04-10
341;113;2019-10-06;3;2019-10-14
342;0;2019-12-08;5;2019-12-16
343;175;2021-08-18;1;2021-08-26
344;146;2019-07-23;9;2019-07-31
345;1;2019-11-20;4;2019-11-28
346;93;2020-11-25;2;2020-12-03
347;60;2019-11-11;5;2019-11-19
348;32;2021-07-17;5;2021-07-25
349;147;2021-11-11;5;2021-11-19
350;182;2021-10-14;4;2021-10-22
351;127;2021-10-08;3;2021-10-16
352;5;2020-06-19;7;2020-06-27
353;63;2020-02-15;3;2020-02-23
354;93;2021-03-08;10;2021-03-16
355;78;2020-09-08;1;2020-09-16
356;147;2019-06-16;7;2019-06-24
357;198;2019-12-21;6;2019-12-29
358;87;2021-01-19;6;2021-01-27
359;128;2021-06-25;7;2021-07-03
360;4;2019-09-16;10;2019-09-24
361;160;2020-08-11;4;2020-08-19
362;105;2021-02-01;3;2021-02-09
363;191;2020-03-24;4;2020-04-01
364;59;2021-12-10;2;2021-12-18
365;109;2020-06-08;4;2020-06-16
366;65;2020-04-24;6;2020-05-02
367;107;2020-10-23;1;2020-10-31
368;170;2021-09-01;6;2021-09-09
369;99;2021-06-05;3;2021-06-13
370;77;2020-11-25;7;2020-12-03
371;16;2021-11-15;5;2021-11-23
372;162;2020-06-21;1;2020-06-29
373;182;2019-10-25;10;2019-11-02
374;83;2019-06-07;6;2019-06-15
375;147;2020-09-05;2;2020-09-13
376;107;2021-08-24;3;2021-09-01
377;43;2020-09-26;5;2020-10-04
378;71;2019-08-06;4;2019-08-14
379;145;2021-04-02;8;2021-04-10
380;132;2022-01-22;5;2022-01-30
381;129;2020-06-27;4;2020-07-05
382;140;2021-02-20;2;2021-02-28
383;9;2022-02-05;2;2022-02-13
384;47;2020-08-02;6;2020-08-10
385;70;2020-03-28;10;2020-04-05
386;93;2020-01-28;6;2020-02-05
387;154;2020-07-10;4;2020-07-18
388;103;2020-03-14;2;2020-03-22
389;180;2020-07-16;2;2020-07-24
390;78;2022-01-28;4;2022-02-05
391;158;2021-03-01;3;2021-03-09
392;95;2019-02-20;3;2019-02-28
393;99;2021-09-24;1;2021-10-02
394;145;2021-11-25;1;2021-12-03
395;131;2021-12-21;8;2021-12-29
396;1;2019-11-08;1;2019-11-16
397;135;2020-02-09;1;2020-02-17
398;62;2020-10-23;7;2020-10-31
399;128;2019-11-26;5;2019-12-04
400;105;2020-09-02;10;2020-09-10
401;99;2021-12-05;9;2021-12-13
402;94;2021-11-13;9;2021-11-21
403;132;2019-10-20;3;2019-10-28
404;98;2021-05-02;6;2021-05-10
405;12;2021-12-04;9;2021-12-12
406;164;2020-08-11;6;2020-08-19
407;176;2021-09-17;9;2021-09-25
408;83;2021-05-24;9;2021-06-01
409;199;2019-09-30;6;2019-10-08
410;161;2021-01-08;3;2021-01-16
411;169;2022-01-02;2;2022-01-10
412;68;2021-02-01;3;2021-02-09
413;5;2020-07-12;7;2020-07-20
414;63;2020-07-05;2;2020-07-13
415;131;2021-03-26;10;2021-04-03
416;98;2021-07-17;1;2021-07-25
417;125;2020-06-20;8;2020-06-28
418;195;2021-04-26;1;2021-05-04
419;102;2019-03-10;3;2019-03-18
420;22;2019-05-23;2;2019-05-31
421;185;2020-02-12;6;2020-02-20
422;45;2020-05-21;4;2020-05-29
423;198;2021-10-10;2;2021-10-18
424;193;2021-02-16;8;2021-02-24
425;130;2019-06-12;3;2019-06-20
426;23;2021-03-10;3;2021-03-18
427;194;2019-02-14;2;2019-02-22
428;100;2020-09-13;1;2020-09-21
429;16;2020-10-07;4;2020-10-15
430;170;2019-10-06;8;2019-10-14
431;154;2020-04-03;8;2020-04-11
432;132;2019-05-01;5;2019-05-09
433;7;2019-12-13;6;2019-12-21
434;95;2019-07-01;9;2019-07-09
435;39;2019-03-20;5;2019-03-28
436;179;2021-01-18;3;2021-01-26
437;81;2019-03-27;4;2019-04-04
438;119;2019-04-27;3;2019-05-05
439;176;2019-08-01;7;2019-08-09
440;98;2021-03-16;1;2021-03-24
441;30;2020-05-08;8;2020-05-16
442;18;2021-05-14;6;2021-05-22
443;180;2019-05-30;2;2019-06-07
444;108;2020-10-11;4;2020-10-19
445;37;2019-03-30;4;2019-04-07
446;114;2020-03-02;7;2020-03-10
447;126;2019-12-24;4;2020-01-01
448;42;2020-05-30;8;2020-06-07
449;104;2020-12-09;8;2020-12-17
450;11;2021-01-10;6;2021-01-18
451;181;2021-02-27;5;2021-03-07
452;47;2019-08-29;7;2019-09-06
453;149;2019-10-06;2;2019-10-14
454;43;2021-10-02;1;2021-10-10
455;198;2021-05-24;8;2021-06-01
456;86;2021-09-22;9;2021-09-30
457;91;2019-02-23;9;2019-03-03
458;182;2021-12-21;10;2021-12-29
459;7;2021-03-27;2;2021-04-04
460;185;2020-09-11;1;2020-09-19
461;3;2021-06-25;4;2021-07-03
462;196;2021-01-19;3;2021-01-27
463;138;2020-07-31;7;2020-08-08
464;7;2019-11-08;7;2019-11-16
465;184;2022-02-05;2;2022-02-13
466;96;2019-09-13;3;2019-09-21
467;164;2019-07-05;4;2019-07-13
468;25;2021-03-07;6;2021-03-15
469;15;2021-12-25;6;2022-01-02
470;0;2020-02-28;8;2020-03-07
471;99;2020-03-30;1;2020-04-07
472;170;2020-03-28;8;2020-04-05
473;27;2019-05-23;3;2019-05-31
474;109;2020-12-26;10;2021-01-03
475;131;2021-11-21;4;2021-11-29
476;27;2020-07-26;5;2020-08-03
477;177;2020-02-06;7;2020-02-14
478;182;2021-05-06;4;2021-05-14
479;194;2020-09-23;8;2020-10-01
480;127;2019-12-08;9;2019-12-16
481;120;2021-09-16;4;2021-09-24
482;8;2019-03-27;5;2019-04-04
483;97;2021-05-10;4;2021-05-18
484;115;2020-02-02;4;2020-02-10
485;72;2020-06-04;1;2020-06-12
486;154;2021-02-01;1;2021-02-09
487;50;2021-03-26;3;2021-04-03
488;194;2019-04-04;9;2019-04-12
489;4;2020-07-22;1;2020-07-30
490;32;2021-08-25;6;2021-09-02
491;131;2020-07-27;3;2020-08-04
492;2;2019-12-23;2;2019-12-31
493;186;2021-11-16;4;2021-11-24
494;60;2020-10-15;9;2020-10-23
495;27;2020-12-22;8;2020-12-30
496;13;2019-04-17;1;2019-04-25
497;196;2019-05-30;4;2019-06-07
498;4;2021-02-25;7;2021-03-05
499;137;2021-08-15;8;2021-08-23
500;11;2019-05-01;9;2019-05-09
501;142;2021-10-22;5;2021-10-30
502;86;2020-09-25;7;2020-10-03
503;35;2021-06-09;5;2021-06-17
504;17;2019-11-01;7;2019-11-09
505;183;2021-01-06;10;2021-01-14
506;156;2019-10-30;2;2019-11-07
507;62;2020-03-28;2;2020-04-05
508;73;2020-03-23;4;2020-03-31
509;53;2021-08-07;9;2021-08-15
510;17;2021-11-25;2;2021-12-03
511;135;2021-03-27;2;2021-04-04
512;58;2019-02-19;9;2019-02-27
513;185;2019-08-09;6;2019-08-17
514;192;2020-02-03;3;2020-02-11
515;90;2019-04-10;2;2019-04-18
516;8;2019-03-03;8;2019-03-11
517;87;2021-03-25;10;2021-04-02
518;130;2019-09-02;6;2019-09-10
519;60;2020-10-10;9;2020-10-18
520;131;2020-05-27;8;2020-06-04
521;47;2021-12-26;7;2022-01-03
522;138;2019-09-26;10;2019-10-04
523;26;2021-09-10;7;2021-09-18
524;91;2020-07-29;1;2020-08-06
525;139;2021-09-27;6;2021-10-05
526;169;2021-11-10;4;2021-11-18
527;166;2020-01-18;8;2020-01-26
528;83;2020-03-25;5;2020-04-02
529;134;2021-03-28;8;2021-04-05
530;137;2022-01-04;9;2022-01-12
531;148;2019-02-14;7;2019-02-22
532;47;2020-07-02;6;2020-07-10
533;196;2021-07-08;4;2021-07-16
534;27;2021-04-13;1;2021-04-21
535;40;2020-09-24;1;2020-10-02
536;131;2019-07-22;2;2019-07-30
537;60;2020-06-01;5;2020-06-09
538;59;2020-09-16;8;2020-09-24
539;29;2021-03-21;7;2021-03-29
540;57;2019-07-16;10;2019-07-24
541;15;2020-02-05;10;2020-02-13
542;92;2021-09-28;10;2021-10-06
543;6;2019-12-01;6;2019-12-09
544;35;2021-07-09;7;2021-07-17
545;104;2021-05-27;3;2021-06-04
546;35;2019-06-18;10;2019-06-26
547;134;2020-06-04;3;2020-06-12
548;182;2021-07-15;2;2021-07-23
549;110;2020-06-22;10;2020-06-30
550;142;2020-01-26;7;2020-02-03
551;106;2022-01-14;3;2022-01-22
552;85;2020-12-21;2;2020-12-29
553;0;2021-04-06;10;2021-04-14
554;106;2020-05-24;5;2020-06-01
555;50;2021-12-21;5;2021-12-29
556;106;2021-04-07;8;2021-04-15
557;114;2020-01-01;1;2020-01-09
558;178;2019-06-30;1;2019-07-08
559;200;2019-02-19;10;2019-02-27
560;101;2019-03-20;7;2019-03-28
561;84;2021-02-03;4;2021-02-11
562;97;2020-11-16;9;2020-11-24
563;120;2019-04-07;10;2019-04-15
564;43;2021-10-14;5;2021-10-22
565;60;2019-09-03;10;2019-09-11
566;54;2021-04-22;5;2021-04-30
567;87;2021-05-26;6;2021-06-03
568;47;2020-10-01;2;2020-10-09
569;149;2020-11-15;5;2020-11-23
570;17;2020-11-22;8;2020-11-30
571;85;2019-05-08;3;2019-05-16
572;99;2019-09-17;1;2019-09-25
573;35;2020-06-22;5;2020-06-30
574;52;2021-11-30;1;2021-12-08
575;32;2020-03-17;6;2020-03-25
576;145;2020-10-01;10;2020-10-09
577;87;2020-07-15;8;2020-07-23
578;67;2020-09-05;3;2020-09-13
579;192;2021-01-10;1;2021-01-18
580;189;2021-03-24;8;2021-04-01
581;126;2020-06-13;10;2020-06-21
582;6;2020-08-31;10;2020-09-08
583;6;2020-09-15;7;2020-09-23
584;28;2020-12-30;1;2021-01-07
585;35;2020-10-24;3;2020-11-01
586;67;2019-09-14;6;2019-09-22
587;14;2021-02-22;9;2021-03-02
588;172;2020-10-10;9;2020-10-18
589;6;2021-06-22;2;2021-06-30
590;100;2020-07-20;10;2020-07-28
591;186;2020-03-20;7;2020-03-28
592;46;2019-10-01;2;2019-10-09
593;185;2019-11-27;1;2019-12-05
594;52;2022-01-24;4;2022-02-01
595;4;2021-06-10;6;2021-06-18
596;94;2021-01-15;5;2021-01-23
597;17;2021-08-21;5;2021-08-29
598;132;2020-03-10;6;2020-03-18
599;86;2021-12-08;5;2021-12-16
600;34;2021-09-05;1;2021-09-13
601;145;2019-03-20;2;2019-03-28
602;62;2020-08-21;10;2020-08-29
603;144;2021-12-09;1;2021-12-17
604;162;2020-06-08;7;2020-06-16
605;29;2019-06-19;1;2019-06-27
606;139;2020-10-20;1;2020-10-28
607;28;2020-06-24;7;2020-07-02
608;38;2020-10-11;10;2020-10-19
609;69;2019-06-26;2;2019-07-04
610;54;2021-07-17;5;2021-07-25
611;172;2020-07-21;3;2020-07-29
612;153;2019-10-14;4;2019-10-22
613;197;2019-02-17;2;2019-02-25
614;141;2020-11-03;10;2020-11-11
615;86;2021-11-09;1;2021-11-17
616;189;2020-10-28;7;2020-11-05
617;69;2021-12-07;2;2021-12-15
618;1;2021-06-26;9;2021-07-04
619;198;2019-09-03;2;2019-09-11
620;170;2020-05-23;4;2020-05-31
621;122;2019-12-07;2;2019-12-15
622;134;2021-03-08;3;2021-03-16
623;69;2019-09-08;8;2019-09-16
624;21;2019-02-06;9;2019-02-14
625;109;2021-10-25;2;2021-11-02
626;174;2021-08-11;3;2021-08-19
627;35;2019-10-08;9;2019-10-16
628;11;2022-01-16;6;2022-01-24
629;162;2019-03-15;1;2019-03-23
630;64;2020-11-22;7;2020-11-30
631;137;2019-11-11;2;2019-11-19
632;161;2019-03-28;1;2019-04-05
633;177;2020-10-09;1;2020-10-17
634;144;2020-03-29;4;2020-04-06
635;60;2021-03-12;5;2021-03-20
636;94;2021-12-15;8;2021-12-23
637;46;2019-06-18;10;2019-06-26
638;107;2020-04-22;5;2020-04-30
639;100;2021-03-12;6;2021-03-20
640;142;2022-01-26;3;2022-02-03
641;99;2020-02-28;2;2020-03-07
642;67;2019-04-10;9;2019-04-18
643;54;2021-06-27;9;2021-07-05
644;196;2021-03-09;1;2021-03-17
645;40;2019-02-23;8;2019-03-03
646;136;2019-07-10;1;2019-07-18
647;123;2019-06-08;5;2019-06-16
648;157;2020-05-07;2;2020-05-15
649;178;2020-10-04;10;2020-10-12
650;162;2019-12-12;3;2019-12-20
651;130;2019-03-28;9;2019-04-05
652;100;2021-02-21;10;2021-03-01
653;192;2020-02-27;6;2020-03-06
654;156;2019-12-26;5;2020-01-03
655;123;2021-02-09;8;2021-02-17
656;148;2020-11-13;5;2020-11-21
657;200;2021-05-16;8;2021-05-24
658;126;2021-07-06;2;2021-07-14
659;95;2020-12-15;8;2020-12-23
660;128;2020-11-20;9;2020-11-28
661;174;2019-02-14;4;2019-02-22
662;19;2020-01-07;8;2020-01-15
663;133;2019-06-26;3;2019-07-04
664;0;2022-01-14;8;2022-01-22
665;122;2021-07-26;10;2021-08-03
666;17;2021-03-06;5;2021-03-14
667;1;2020-01-21;3;2020-01-29
668;114;2020-07-04;5;2020-07-12
669;73;2021-03-25;2;2021-04-02
670;109;2021-01-03;7;2021-01-11
671;165;2021-04-25;2;2021-05-03
672;106;2020-06-17;9;2020-06-25
673;73;2021-04-07;10;2021-04-15
674;15;2020-04-21;8;2020-04-29
675;139;2019-04-28;10;2019-05-06
676;78;2021-06-06;1;2021-06-14
677;63;2021-11-04;7;2021-11-12
678;197;2021-07-12;8;2021-07-20
679;176;2021-03-25;3;2021-04-02
680;125;2021-06-17;10;2021-06-25
681;15;2019-05-05;8;2019-05-13
682;178;2020-07-28;5;2020-08-05
683;161;2020-04-17;4;2020-04-25
684;125;2019-07-09;9;2019-07-17
685;17;2019-03-05;7;2019-03-13
686;187;2019-05-23;8;2019-05-31
687;191;2019-06-04;8;2019-06-12
688;171;2021-08-12;10;2021-08-20
689;64;2020-01-17;2;2020-01-25
690;81;2021-09-03;1;2021-09-11
691;83;2021-12-15;7;2021-12-23
692;83;2021-10-31;5;2021-11-08
693;174;2021-07-09;9;2021-07-17
694;9;2019-04-03;4;2019-04-11
695;47;2021-05-31;3;2021-06-08
696;57;2020-07-13;6;2020-07-21
697;15;2019-08-17;9;2019-08-25
