order_id;product_id;quantity
10920;6;3
11512;4;74
13354;5;86
12138;11;97
10450;13;93
14970;1;48
14020;15;81
12853;12;29
14122;9;30
11331;13;10
11239;19;78
13637;6;34
11185;14;72
12814;17;19
12611;10;95
13238;15;99
14703;13;19
12330;3;87
13753;3;98
10834;3;94
12672;7;75
10139;16;27
14369;9;29
11544;5;25
10249;12;75
14024;10;2
12065;18;80
12386;5;16
10137;12;63
14590;10;70
10576;20;4
14923;3;75
12013;14;85
10647;12;97
14934;12;67
14464;4;40
13746;13;88
10773;9;84
10511;18;56
14157;5;64
14500;7;16
10690;3;34
11916;15;64
14799;3;73
10636;5;16
14558;10;75
12591;4;39
11958;20;38
10062;5;63
13102;6;31
10646;5;65
10209;15;7
11958;9;75
13983;3;71
13199;7;40
14821;18;33
14737;9;51
11932;8;32
11251;1;32
10736;19;46
14520;6;20
14766;15;39
12776;20;6
10435;2;66
10436;3;44
10801;12;9
14675;12;40
10352;10;99
12175;9;74
14745;13;75
12486;4;20
14210;3;47
14726;11;3
12972;15;15
13423;15;94
14903;10;11
10449;11;87
13045;14;95
11103;5;40
14042;13;52
11216;16;58
13158;8;27
12864;2;78
14753;8;29
11405;20;89
10361;10;92
14191;17;16
10508;15;5
12246;6;27
12600;14;36
14905;3;22
10365;10;50
12101;8;74
12026;3;17
12855;18;32
10022;11;11
10199;18;57
10085;3;27
11043;16;60
10956;14;72
10980;7;39
13000;4;67
12004;17;88
14080;14;28
10158;20;32
13541;10;73
10457;10;83
10844;19;19
12976;14;79
13581;9;37
12979;18;3
11704;11;74
10950;10;6
13145;11;76
11987;9;38
10877;8;68
11811;5;48
12480;20;45
11165;19;51
12761;5;90
12958;4;99
14225;6;88
10669;19;47
11149;2;33
10014;6;28
13412;17;30
12223;2;82
14606;1;69
12226;18;35
10040;20;47
13386;3;48
13592;19;68
12972;18;18
10506;20;17
12456;1;43
12797;17;71
10757;17;61
10895;7;82
13861;15;66
11755;20;29
10788;6;26
11468;19;2
14010;3;12
13889;11;61
10154;9;11
14907;7;85
12752;13;48
14007;5;43
11721;7;47
14411;12;17
10302;4;77
14021;10;37
11877;15;41
13662;6;94
14905;10;79
10722;12;3
10370;17;97
12891;6;77
11677;20;20
11056;1;91
13040;5;84
14069;1;88
10103;8;10
11263;14;48
11070;19;70
13412;3;73
14361;14;96
11107;18;11
13913;10;22
11219;2;76
10275;15;15
12694;4;75
14194;16;92
12540;17;81
11453;7;58
11174;15;98
13560;6;92
14693;11;22
10570;5;92
14538;13;81
12378;4;60
14536;9;62
10282;12;58
11303;6;63
10693;20;80
12772;8;97
14899;2;9
12009;17;63
12170;11;86
11102;2;99
11334;20;35
10015;14;49
11937;9;45
12149;1;3
14468;19;77
11223;15;14
14152;11;20
13238;3;93
12702;8;8
14654;9;72
11892;16;70
12983;14;89
12524;5;46
11955;4;97
12360;17;70
10626;8;38
13889;1;57
13502;8;31
12319;20;43
10586;14;44
14689;12;62
12797;18;38
12155;1;10
13941;12;48
12819;16;50
13952;8;85
14011;5;61
12289;9;59
12632;6;68
13612;9;9
10626;5;58
12882;8;61
14562;8;72
11243;6;29
12622;18;23
14960;2;81
11998;16;31
14372;14;33
14985;13;2
11949;16;91
10050;12;73
11322;3;49
10219;1;24
14564;20;38
14945;4;9
14264;4;11
11468;9;18
12324;5;93
11778;12;12
12923;5;79
11846;9;1
10252;1;78
13299;18;69
13751;1;91
12576;9;3
10543;18;85
13976;20;89
11888;10;49
12736;10;93
11272;15;5
11606;7;60
12818;13;70
12541;7;77
12457;10;84
11778;8;43
11182;4;11
13426;6;48
14807;17;52
14615;12;32
12053;9;40
12448;16;76
10090;13;96
13196;17;97
12610;2;86
13539;19;71
10461;3;51
14523;20;18
14999;1;81
14608;6;60
14375;1;36
13722;10;38
13757;6;93
12238;5;97
14221;20;10
13606;16;38
14009;4;34
14806;13;33
14255;14;39
14552;17;89
13590;13;98
14357;16;37
14667;7;39
14636;14;58
10188;19;77
13147;15;84
13473;14;75
13234;15;97
12926;18;25
13642;13;58
14870;4;54
12520;4;32
14190;1;37
11239;15;82
10447;13;66
14799;17;41
11905;17;93
10162;10;70
11814;12;16
14381;7;19
10936;15;52
14852;13;34
10104;6;84
12486;4;22
14071;15;98
12861;20;56
11631;13;51
12500;2;68
10463;14;45
10337;16;24
10390;17;46
10060;15;44
11738;2;3
11981;20;73
10216;6;25
12108;3;49
11315;11;46
13992;19;11
10546;13;72
10535;11;37
10955;6;26
14746;20;37
13162;3;54
11414;8;64
10787;18;87
11549;1;72
12938;17;60
13878;9;61
14059;20;60
10266;17;49
14112;11;2
14897;1;49
12130;2;55
10131;7;5
11415;6;22
14434;20;4
13358;13;97
12783;11;72
10186;8;67
10053;12;99
14304;3;59
12986;6;45
14956;8;1
14955;15;84
10168;3;63
11102;6;45
12886;3;16
11057;1;96
13007;20;55
10437;3;58
14457;15;11
10628;4;66
12728;18;9
13199;13;96
14357;16;46
13053;11;53
12210;6;51
11102;1;51
13725;14;48
10286;6;90
12524;3;40
12516;4;100
12477;4;64
10160;3;76
14419;5;81
14834;13;81
13334;15;46
10321;17;31
14610;9;86
11230;15;71
10541;7;95
14711;14;94
11353;1;68
13363;7;96
10203;2;60
13527;1;54
11140;20;49
10609;4;58
12750;15;90
11185;8;13
12381;9;2
11871;8;67
14040;20;14
13077;4;55
11125;10;30
13314;16;58
10937;19;36
13679;16;55
12115;15;32
13198;15;64
13402;9;43
11166;15;15
13735;8;53
12006;8;56
13649;12;84
12694;10;96
13966;6;27
10900;15;45
12745;18;20
11807;7;38
13534;3;19
10498;16;90
13062;5;20
10704;19;34
12398;19;45
13765;13;42
10092;11;53
13402;15;14
12424;17;81
12668;20;74
12971;15;84
11797;15;31
14459;20;85
10610;19;99
10407;6;94
13604;7;100
12548;1;71
12965;3;57
12778;18;11
13772;16;74
11480;20;65
14240;15;59
12204;19;11
11035;6;15
12793;19;31
14025;2;65
12467;3;11
10680;6;81
13828;17;49
11426;1;89
11669;4;59
11410;6;92
13478;15;16
10891;12;53
11715;18;16
12313;9;11
11212;15;55
13259;12;44
10354;6;72
11870;15;23
12688;2;76
11130;5;33
11379;13;44
10457;9;17
13553;15;61
14414;3;47
12541;10;79
10152;17;78
11936;8;81
11835;17;87
14868;15;3
14958;9;24
13076;11;92
14349;17;7
14524;13;76
10665;15;36
14958;6;36
13223;6;61
12711;12;5
11208;2;83
11389;3;32
13180;6;14
14618;5;58
14000;7;86
10366;19;41
13747;19;100
10342;8;97
12451;2;32
14824;10;19
14602;10;56
11167;20;61
13920;9;31
12294;15;24
12991;11;38
12371;2;85
10644;16;36
12793;18;6
10962;17;12
12296;4;42
12616;9;38
14204;13;34
13041;4;55
10384;3;87
12050;7;31
13553;12;53
12361;12;3
13908;17;58
10931;20;18
11173;13;45
14523;7;35
10657;3;70
13164;5;98
12524;9;32
13727;20;60
14578;2;92
10132;18;60
13557;3;30
11570;1;32
10066;7;70
11230;17;38
13969;4;50
13491;12;18
13193;14;22
12426;20;1
14008;18;19
12202;2;29
11159;13;93
10162;4;30
11483;14;27
12899;3;35
14180;13;63
10725;16;65
10620;7;87
14365;14;39
10766;16;76
14839;13;70
12688;11;34
13564;8;15
10871;18;23
12677;17;63
10997;3;29
10877;3;48
12083;6;50
13441;4;87
13726;1;94
12565;13;95
14309;8;19
14380;17;98
10501;16;9
12248;5;32
12700;10;23
11701;13;54
10793;1;1
12844;15;42
13085;2;45
13469;5;45
13315;10;86
11530;15;31
11687;3;29
10896;16;41
13072;16;32
10576;10;37
11670;11;90
13740;8;8
14397;7;62
13222;7;99
11269;3;12
12500;10;32
14873;14;93
13474;18;86
13079;11;57
14426;7;17
13318;16;3
14409;19;75
13093;5;9
13357;17;1
10718;17;59
11798;9;12
12209;18;56
11059;4;9
10605;18;1
14601;8;60
11562;8;11
11400;4;84
12767;4;70
10921;3;22
13024;4;47
11237;2;46
13496;14;48
10920;8;30
10064;15;22
13262;2;90
10177;3;19
12171;7;65
13412;5;98
10367;4;50
11448;11;51
13464;5;72
14462;13;80
12586;14;57
14395;20;44
12302;7;77
10879;14;55
11324;12;7
14269;3;30
12730;20;56
14708;20;82
10545;20;57
11418;17;12
11597;18;79
10110;9;87
12198;6;89
10047;2;16
10833;18;60
12162;20;76
11504;16;58
14853;3;66
14917;3;11
13267;1;73
10091;6;28
11670;2;27
10473;20;89
14199;11;80
13160;20;6
13254;1;79
13788;9;11
10494;10;98
13214;18;10
14430;1;96
14509;9;74
14359;9;4
11333;18;19
10893;13;90
10268;19;5
13859;7;27
10494;8;76
10643;20;92
11353;16;37
11608;15;92
14683;7;62
12385;7;27
11306;17;23
14259;8;92
14510;11;99
12145;15;4
12127;2;69
11028;10;39
11121;18;37
12068;14;93
10121;11;21
10077;8;36
11354;2;7
10138;5;11
13897;14;73
10532;9;15
14592;19;61
10259;13;64
11999;11;45
12300;20;88
14151;14;84
12588;13;11
11865;20;49
13410;9;60
12458;8;81
10159;9;31
12255;18;100
10691;3;100
11906;18;88
14098;17;83
11736;4;68
11193;20;21
11132;7;96
13924;19;82
10203;9;97
10591;3;99
12233;14;61
13249;16;15
12652;2;28
11997;13;56
11287;16;73
13988;7;77
13646;2;99
13670;1;71
11122;10;88
14619;12;49
14494;3;1
11068;4;45
12652;10;46
12713;3;46
11064;5;35
14263;9;93
13887;7;38
12163;1;44
14016;12;61
13076;3;97
14533;1;96
10274;20;51
10976;5;46
10514;18;47
10877;11;38
11535;11;70
14449;18;14
12530;7;36
10129;18;67
10081;7;26
14571;2;54
14561;13;4
13893;16;88
13320;10;85
10904;8;61
13010;13;41
10130;10;60
13058;17;16
10522;6;85
13814;8;100
10169;12;6
10431;2;89
10132;19;84
10160;14;3
14655;7;3
14006;12;39
12336;13;14
14586;20;97
14457;14;22
12434;15;21
14049;8;48
14561;18;66
12582;6;6
13401;5;8
11613;12;42
11528;6;33
11184;6;75
11764;5;56
12905;9;41
14355;8;40
13331;6;68
10975;3;48
10969;20;87
12988;5;89
11345;16;47
10273;9;89
14214;1;100
14009;13;69
11774;8;16
13057;17;97
14149;9;89
10580;5;7
13653;7;56
11628;19;99
10772;19;33
13997;18;64
11367;18;18
11445;16;90
10804;14;15
14383;15;37
13506;1;99
10141;6;73
10628;15;11
10503;1;7
14571;6;2
11106;11;98
13094;12;25
11081;4;36
13300;8;4
13173;5;67
12446;20;74
11576;15;24
14566;17;80
12017;3;79
10820;6;72
13341;15;33
11194;14;88
13894;17;90
10090;11;90
10594;13;50
11805;7;24
11596;16;85
11954;6;84
13893;4;16
11827;2;69
13961;19;56
14785;3;56
11517;5;66
14994;6;25
11413;19;57
14138;4;89
12980;11;70
12187;5;3
10297;3;96
14328;14;61
14042;7;32
14933;17;55
11266;20;19
10967;16;1
10378;1;16
12084;18;74
12616;17;56
12232;14;39
10624;20;15
13370;16;95
11911;20;86
12029;19;20
11226;15;76
14305;1;90
14939;8;55
10517;20;18
12164;20;52
11948;4;38
10109;13;79
14735;9;44
14262;12;2
13058;20;56
10810;8;49
14461;3;44
10820;19;68
10138;6;6
14367;7;86
13223;16;44
14390;16;1
11028;14;36
12541;7;55
13650;13;89
10709;19;60
12610;7;56
13691;18;2
14367;14;59
12860;10;27
13439;11;72
10004;2;77
14639;16;26
11995;2;41
10544;9;38
12527;12;8
13796;20;27
10319;13;40
12754;20;19
14986;5;48
12959;3;60
10297;8;39
14720;18;55
11293;15;54
10566;1;93
13561;13;15
11548;4;88
10760;9;14
12301;20;41
10939;9;34
13290;1;41
11120;9;70
14833;20;86
14687;19;100
10297;6;81
13369;10;3
10590;12;25
11719;1;36
10593;13;11
14688;5;25
11545;10;30
11153;2;66
12337;12;89
14756;11;63
11570;2;95
13020;3;99
10543;13;72
11694;4;69
11534;10;91
12646;10;96
13629;7;86
14095;18;2
14737;8;9
12637;18;79
11752;16;24
13927;5;92
13408;2;49
10936;5;55
13598;15;63
10841;4;89
14353;8;55
11463;9;29
14094;7;95
14912;10;16
10561;16;99
11582;19;74
10382;5;64
11086;12;27
12908;2;29
10486;4;89
12758;12;100
14971;15;18
11963;2;64
14847;7;31
13165;7;10
14176;3;5
11209;9;30
14939;10;11
12122;4;52
11564;14;71
11785;15;21
12038;13;5
11130;2;27
11369;4;35
12548;13;5
10340;17;95
11701;12;18
10102;1;9
10329;16;2
13135;4;82
11759;14;50
10040;12;18
14597;6;58
12001;5;68
14603;16;96
10881;18;57
11845;12;31
13658;18;20
12110;2;46
10182;13;33
13037;12;36
13099;17;100
10890;9;17
11225;14;21
13224;18;16
10760;12;42
10511;10;64
12729;7;63
13623;17;95
11322;10;76
12019;15;80
12940;13;93
14836;10;43
14495;17;5
14508;18;86
10202;10;34
13850;9;37
11158;17;69
11052;8;36
14163;6;22
13757;17;31
10364;1;85
13426;7;40
11141;13;32
11997;20;36
14545;14;5
12120;19;76
13397;5;64
12984;16;84
10993;4;74
13623;5;81
14017;2;70
13791;9;52
14300;12;85
13632;11;89
11051;5;56
10625;12;92
12952;11;24
12437;16;11
13896;4;85
10219;18;57
10355;11;45
10852;13;59
11346;8;16
12406;10;8
12013;15;90
13122;8;76
13698;10;75
11354;10;78
11860;10;99
10962;11;13
11018;20;89
11392;16;47
10777;14;12
13557;10;4
12642;20;54
14149;1;2
11497;16;19
10127;2;46
12812;11;90
13985;4;68
14590;20;26
12128;20;66
10811;14;11
12345;8;99
14123;1;62
12101;16;47
10686;20;77
10179;7;57
12228;11;80
13813;14;29
13257;8;31
12304;11;100
10690;16;47
11929;17;64
14145;12;64
14674;15;42
10846;7;9
13570;13;77
10786;4;20
12016;7;71
10123;1;33
12571;10;36
10624;20;95
10307;9;25
11537;20;69
10656;7;21
11037;1;49
14642;4;100
12263;19;80
11609;2;66
13939;8;80
14530;10;39
11504;2;72
11901;19;72
11176;3;4
11027;3;83
12195;9;38
10163;7;44
14263;13;72
10526;15;97
12694;12;10
10080;16;15
13306;9;43
12641;6;21
10162;3;26
14008;18;64
12682;12;92
14773;4;24
12854;15;46
12390;2;79
11021;7;44
14124;5;43
12466;3;82
10587;4;52
13537;14;96
11223;14;13
14147;20;52
14427;10;22
11464;7;16
10082;11;27
10732;8;51
13529;11;81
11810;18;61
14039;2;48
11898;19;63
14984;10;27
13596;15;21
14669;9;27
11083;9;92
11354;15;42
14162;7;28
13758;2;84
11269;15;82
10782;16;86
14704;2;84
12677;13;51
10460;17;49
11765;10;36
11039;13;31
10610;7;30
10522;14;51
12916;11;67
13586;4;76
11382;13;21
13347;20;25
11872;6;74
11639;7;42
11000;10;69
13135;10;18
11110;1;90
11297;8;97
14422;11;47
10220;18;63
11261;15;6
11294;2;77
11771;16;82
10094;19;65
11038;4;18
11951;7;52
10611;18;84
14211;12;66
13779;1;19
13864;9;52
12194;13;85
13951;2;5
12772;15;82
11514;16;60
11354;4;76
12207;12;20
13297;5;46
11503;8;98
12525;5;28
13178;7;68
14989;19;7
12429;7;64
10482;19;99
13019;9;42
14952;3;26
11448;15;92
14241;7;95
12607;3;71
12277;18;2
12249;19;31
13498;17;23
13234;1;49
13326;7;89
14626;2;68
13165;17;75
11332;16;52
12719;19;47
13205;15;62
10112;3;15
14576;20;68
14184;1;7
11349;16;83
11626;13;72
10900;16;85
10957;20;43
10612;18;8
10837;6;21
14363;9;3
14134;6;74
12684;6;95
14454;19;4
13735;12;49
11202;7;91
11178;4;5
11715;16;89
14197;10;52
12779;7;7
14316;7;34
11030;6;83
14461;18;50
12511;11;46
10200;20;62
11832;1;46
12903;8;51
11877;19;14
13701;16;3
14145;12;72
13453;14;26
14532;19;88
10569;7;27
13100;3;19
10054;3;94
14195;8;40
11311;15;93
10403;15;41
10591;16;15
13826;2;59
12291;2;91
13829;19;15
11132;12;55
12627;3;23
12508;5;68
12881;4;5
10859;7;59
10147;20;61
12956;20;39
10034;20;44
13867;7;17
10985;2;53
11958;8;70
11429;13;29
11694;20;17
13852;6;34
11307;16;27
12296;9;57
12175;15;23
11912;8;83
13830;10;26
14369;7;8
12837;20;11
14288;16;18
14527;4;39
12498;8;98
10729;5;69
12163;11;86
13820;20;2
13259;6;20
14823;7;76
12096;19;53
10289;14;14
11865;20;77
14299;11;100
10423;10;75
10807;12;2
12863;1;7
13975;10;78
12080;4;27
11527;11;38
11245;13;45
11551;17;76
12945;18;15
10285;15;74
12867;20;57
10823;3;86
11228;15;11
11906;16;25
11717;5;46
10223;8;11
11961;8;43
13301;9;23
10316;20;99
10488;20;70
11839;14;42
14120;5;90
11441;6;25
11219;17;16
11500;20;74
10807;14;86
10408;7;49
14129;2;19
11680;13;9
11707;14;96
10462;5;26
10806;3;82
14701;11;48
11232;3;82
10691;12;62
11426;15;50
14181;4;54
12856;12;24
11208;18;20
11942;16;99
12713;13;27
10824;12;85
14691;3;57
12903;4;76
12602;16;44
10912;13;95
11230;6;44
13338;7;59
13899;4;75
10830;12;21
10602;11;18
12025;6;67
10659;6;29
11771;19;11
10978;11;36
12419;9;82
10012;17;54
10133;12;18
11534;1;55
10891;2;84
14512;18;91
10320;9;16
13028;6;61
10798;20;57
10131;17;72
13765;19;99
12472;20;59
13479;5;10
14221;12;8
14360;18;34
13360;1;34
10237;12;29
10236;3;81
14722;5;43
13380;1;37
11608;17;82
11293;14;39
14705;18;69
10729;3;60
10444;10;20
12816;10;28
10171;10;23
12574;17;58
11453;1;20
13947;18;80
12880;13;94
14196;17;37
11291;13;9
13695;10;93
14369;1;90
11514;11;23
11795;16;42
13496;12;54
10033;11;19
11640;17;52
10849;4;59
14712;3;21
13881;20;57
11543;11;45
14918;17;37
14016;10;56
12930;14;36
12012;13;51
11198;12;82
11206;8;95
12908;6;51
14107;17;28
14141;3;72
10612;6;51
11595;1;92
12835;16;99
14048;12;17
13986;16;66
10085;4;96
10790;6;31
14224;5;82
10069;4;7
12464;6;70
12368;5;76
12983;13;87
11575;5;87
13482;4;73
10215;13;38
10278;13;62
14398;17;53
10016;15;70
10100;19;15
13606;18;5
11209;7;54
14206;11;17
13729;11;40
14354;10;14
13355;10;92
14310;19;55
12135;5;26
11868;2;30
13216;18;37
13701;5;37
13507;9;71
14091;16;82
13242;1;15
10483;15;1
12963;20;43
13102;4;13
12475;12;83
11123;10;37
14329;5;12
10756;12;87
14671;3;59
12839;18;14
11231;1;30
13458;14;74
11617;2;7
14998;13;20
12036;1;55
12360;15;91
11233;2;40
10374;8;90
11814;5;40
14473;9;43
14343;14;39
11736;13;100
13514;2;87
11812;10;2
11077;15;69
13627;1;33
14537;18;54
14864;6;67
14603;14;89
11590;4;31
12449;12;99
13048;9;96
14374;9;99
10860;7;68
11001;20;89
10955;3;66
12421;13;53
12453;16;85
12036;4;57
10101;14;27
14932;16;62
12767;16;26
13283;13;78
11375;15;58
14469;8;33
10370;5;12
14802;16;21
11436;6;41
13544;14;29
14701;2;15
14800;10;14
11504;10;55
11988;14;43
14070;3;29
13717;16;76
13001;13;42
13097;14;32
14974;4;13
10120;2;49
11943;1;85
11865;12;65
13944;17;88
11707;8;3
10630;15;56
13640;11;54
14438;8;30
12376;1;59
10421;15;99
12127;20;83
12988;10;35
11415;18;50
10236;15;85
12054;16;80
14977;5;60
14208;18;53
14170;7;59
13187;12;8
14901;11;81
14874;7;75
13837;1;75
11477;14;20
14525;12;48
11500;14;19
14824;4;98
14378;2;63
14040;6;39
11473;15;55
14967;16;92
11381;13;28
13848;7;72
10922;6;33
13397;20;49
13323;14;100
12661;9;40
11064;18;8
11022;6;77
12781;1;18
11422;11;68
13165;7;40
10103;11;12
12167;16;6
14842;2;89
14014;14;94
13890;14;8
11293;4;62
14391;14;54
14383;12;32
12670;18;68
13069;10;34
14082;15;6
11681;2;1
13516;20;25
12925;17;49
12063;1;5
10427;1;86
11085;9;95
11531;18;95
13609;6;34
10241;11;19
12340;3;36
11174;2;81
10592;16;52
13334;3;100
13987;20;97
12966;8;91
11593;19;41
11054;11;73
14288;14;55
11533;20;30
10987;9;15
13548;11;3
13150;9;76
14173;8;34
14313;16;19
11083;1;26
14108;12;54
12436;10;50
10506;1;78
14137;10;86
13747;19;36
10828;16;60
13652;16;75
11627;9;5
11568;20;10
14866;18;46
11948;6;20
10665;7;59
11211;9;42
10563;12;28
14088;13;88
11761;6;92
12359;4;87
13651;2;55
13941;11;90
13368;20;34
11739;15;13
12690;2;5
10346;20;45
10321;14;62
10598;15;21
12261;9;4
14728;14;52
11666;15;53
11173;14;96
11023;2;6
11752;17;12
10786;19;89
11475;9;60
10567;3;38
13476;13;67
12931;7;43
11699;11;38
13566;7;71
14437;18;60
14331;16;74
13194;1;25
11850;9;28
14925;5;88
12724;5;39
10174;5;6
14853;12;97
13344;14;2
